cvss_score,epss_score,kev_status,internet_exposed,patch_available,asset_criticality,control_effectiveness,open_vulnerability_count,high_vulnerability_count,business_criticality,exploited
7.68,0.3955,0,1,1,1,0.4538,2,1,2,1
9.11,0.011,0,0,1,3,0.2979,3,3,3,1
8.08,0.1103,0,0,1,1,0.45,1,0,3,0
8.69,0.0573,1,0,1,1,0.5958,2,1,1,0
4.84,0.0636,0,0,1,3,0.695,0,1,2,0
3.37,0.3007,0,0,1,1,0.5806,3,2,2,0
9.8,0.2807,0,0,0,1,0.7124,1,3,2,0
5.79,0.1657,0,1,1,1,0.17,4,0,1,1
5.95,0.1865,0,0,0,1,0.7667,6,2,1,1
9.42,0.0231,1,0,0,2,0.2679,7,2,1,1
7.72,0.0042,0,1,0,1,0.7959,5,1,0,1
7.5,0.0225,0,1,1,2,0.6756,4,0,1,1
10.0,0.0768,1,0,0,2,0.0825,2,0,1,1
5.08,0.0384,1,0,1,1,0.7342,4,0,1,1
8.54,0.4485,0,0,1,0,0.7988,3,1,3,0
6.63,0.2911,0,0,0,2,0.8645,2,0,0,0
7.09,0.0,0,0,1,1,0.3579,3,0,2,0
9.86,0.7622,0,0,0,1,0.5949,2,1,0,1
7.62,0.4036,0,0,0,2,0.7236,3,0,2,1
7.68,0.0166,0,1,1,1,0.7341,6,1,1,0
8.86,0.0451,0,0,1,3,0.6524,2,3,0,0
5.7,0.0207,0,0,0,1,0.4433,1,1,2,1
4.65,0.0836,0,0,1,1,0.797,3,1,2,0
4.2,0.1293,1,1,0,2,0.7985,1,0,2,1
2.17,0.036,0,1,1,0,0.5114,1,2,3,0
10.0,0.0104,0,1,0,0,0.3541,1,0,0,0
4.07,0.049,0,1,1,3,0.368,4,1,1,0
6.01,0.0134,0,0,1,1,0.8912,0,0,1,0
5.89,0.3119,1,0,1,0,0.7877,4,1,1,1
7.18,0.0912,0,0,1,1,0.545,3,0,2,0
8.29,0.0805,0,0,1,0,0.5002,3,1,2,0
8.39,0.0022,1,0,1,2,0.108,2,2,2,1
5.22,0.5302,1,0,1,1,0.5289,2,0,1,0
6.13,0.0016,0,0,0,2,0.2522,2,1,2,0
7.12,0.3724,0,0,1,1,0.5897,1,1,0,0
5.95,0.1949,0,1,0,3,0.8463,4,1,2,1
10.0,0.1248,0,0,1,1,0.3049,3,2,1,1
7.58,0.0545,1,0,1,2,0.6096,5,0,1,1
8.12,0.3156,0,0,1,3,0.7994,4,0,1,0
7.96,0.2072,0,1,0,1,0.6051,1,0,2,1
9.08,0.3836,0,1,1,0,0.419,2,3,1,1
6.9,0.1774,0,0,0,0,0.5526,2,1,2,0
3.65,0.0073,0,0,0,3,0.7893,1,3,1,0
7.38,0.4675,0,1,0,2,0.6156,3,3,3,1
5.07,0.0602,0,0,0,3,0.5492,2,1,1,1
5.34,0.0429,1,1,1,2,0.839,7,2,2,1
7.79,0.7153,0,0,1,1,0.6787,0,4,2,1
9.22,0.0183,0,0,0,0,0.2493,1,0,1,0
6.55,0.1038,0,1,1,3,0.7079,2,0,1,0
7.18,0.0458,0,0,1,1,0.7874,2,0,1,0
10.0,0.0013,0,0,1,1,0.2407,3,1,1,1
7.03,0.6235,0,0,1,1,0.0,3,2,1,1
10.0,0.366,0,1,0,0,0.2895,2,1,2,1
7.74,0.4108,0,0,1,1,0.5244,2,3,1,0
2.63,0.6135,0,0,1,2,0.8024,4,0,1,0
8.16,0.21,0,0,1,0,0.3273,3,1,2,1
7.34,0.5634,0,1,1,0,0.6888,4,1,1,1
9.34,0.2334,0,0,1,1,0.0,1,1,0,0
7.98,0.0011,0,0,1,2,0.5951,2,3,1,0
6.2,0.0948,0,0,1,0,0.4483,2,2,2,0
3.81,0.0081,0,1,0,0,1.0,3,1,1,1
6.04,0.1647,0,1,1,3,0.077,2,1,1,0
4.63,0.3114,0,0,1,0,0.5464,1,2,1,0
5.22,0.2356,0,1,1,0,0.0754,0,0,1,0
7.79,0.4815,0,0,0,1,0.4126,4,1,1,1
10.0,0.0007,0,0,0,1,0.1247,4,0,1,0
7.37,0.1666,0,1,0,1,1.0,1,1,1,0
3.87,0.3792,0,0,0,2,0.4611,3,0,1,0
7.48,0.0625,0,1,0,1,0.4972,4,0,2,1
9.13,0.3561,0,1,0,2,0.5393,2,2,2,1
5.16,0.4842,0,0,0,3,0.2669,4,1,1,1
6.21,0.2808,0,0,1,0,0.8138,1,1,1,0
6.53,0.0915,1,1,1,1,0.71,4,0,1,0
4.77,0.0224,0,0,1,2,0.7795,2,3,2,0
7.93,0.5336,0,0,0,1,0.2455,2,2,1,1
6.23,0.2042,0,0,0,2,0.8338,5,0,2,1
7.42,0.1459,0,0,1,2,0.805,1,2,1,0
4.55,0.0159,0,1,0,1,0.4919,4,2,3,1
5.54,0.0025,0,0,1,0,0.7738,1,0,1,0
8.09,0.0334,0,1,1,0,0.6182,2,2,1,1
5.68,0.0017,0,1,1,1,0.1515,3,1,3,1
10.0,0.0485,0,0,1,0,0.5043,2,1,2,0
5.62,0.2454,1,0,1,2,0.4296,3,0,1,1
6.99,0.2576,0,1,1,1,0.5714,3,0,2,0
8.55,0.2415,1,1,0,2,0.8053,3,3,1,1
3.38,0.0099,0,0,1,1,0.1397,2,0,2,0
2.63,0.0251,0,0,1,2,0.4391,4,2,1,0
3.14,0.0567,1,0,1,2,0.3445,3,0,3,1
9.28,0.0302,0,0,1,2,0.3553,2,2,1,1
5.29,0.0004,0,0,1,1,0.3442,6,2,0,0
10.0,0.1368,0,1,1,0,0.567,2,1,2,0
5.26,0.0744,0,0,1,1,0.6808,3,1,2,0
6.91,0.052,1,1,1,1,0.6371,5,2,2,0
9.89,0.3568,0,1,1,3,0.5964,6,2,2,1
10.0,0.1611,0,0,1,1,0.7054,5,1,3,0
10.0,0.0133,0,0,1,2,1.0,3,0,2,1
9.16,0.0002,0,1,1,2,0.584,3,1,2,0
8.75,0.1399,0,1,1,1,0.8053,5,0,1,0
7.8,0.5796,0,1,0,1,0.791,3,3,2,1
8.21,0.2659,0,0,1,1,0.9944,3,2,3,1
5.29,0.0007,0,0,0,0,0.6901,2,2,1,0
4.7,0.1834,0,1,1,2,0.3389,4,1,2,0
6.49,0.0186,0,0,1,2,0.6262,2,1,0,1
6.13,0.2989,0,1,1,1,0.6128,1,1,2,1
5.5,0.1783,0,0,1,1,0.7538,0,2,1,0
8.03,0.0149,1,1,1,1,0.3317,2,0,2,1
8.6,0.0076,0,0,0,1,0.8666,1,0,1,0
6.69,0.1237,0,1,1,1,0.5513,5,0,1,0
9.75,0.0003,0,0,1,2,0.7598,2,1,3,1
3.99,0.2647,0,1,1,1,0.6274,4,1,1,1
6.07,0.0646,0,0,1,1,0.5806,2,1,1,0
4.92,0.0023,0,0,1,0,0.6085,1,1,2,0
2.39,0.1468,0,0,0,2,0.718,1,0,1,0
6.32,0.0138,0,1,1,1,1.0,2,1,0,0
6.23,0.0755,1,0,0,1,0.0457,2,1,2,1
9.83,0.0246,0,0,0,1,0.685,2,0,2,1
7.89,0.1017,1,0,1,1,0.561,3,0,1,1
4.25,0.1035,0,0,1,1,0.5057,0,2,1,0
10.0,0.0325,0,0,0,2,0.0,3,0,2,1
9.19,0.096,0,0,1,1,0.6951,1,1,2,0
7.78,0.4732,0,1,1,2,0.5188,2,0,2,1
6.0,0.0004,0,0,1,2,0.3414,2,0,1,0
4.39,0.0688,1,1,1,2,0.5606,2,0,2,1
5.68,0.5562,0,1,0,1,0.4768,2,2,2,1
8.9,0.6973,0,1,1,2,0.1144,0,0,1,1
10.0,0.0024,0,1,1,2,0.572,3,1,3,1
9.9,0.3188,0,0,1,1,0.695,2,1,1,0
5.42,0.0932,0,1,1,2,0.4127,4,0,1,0
4.04,0.4522,0,0,0,0,0.6154,2,1,1,0
6.81,0.0411,0,0,1,0,0.577,2,2,2,0
2.61,0.0376,0,1,0,1,0.8114,0,0,1,0
7.21,0.1121,1,1,1,3,0.5241,2,0,1,1
6.18,0.0,0,0,1,2,0.7503,1,2,2,0
5.47,0.8457,0,0,1,2,0.4717,2,0,2,1
2.99,0.0046,0,0,0,0,1.0,2,1,0,0
7.63,0.0168,0,0,1,1,0.4408,2,2,1,0
5.33,0.18,0,1,1,1,0.3788,3,1,2,0
3.93,0.0199,0,0,0,2,0.5249,4,3,3,0
0.18,0.0014,1,0,1,0,0.368,5,1,0,0
6.44,0.0406,0,0,1,1,0.2378,2,1,2,0
10.0,0.0118,0,1,0,3,0.7319,0,3,1,1
10.0,0.0022,1,1,0,2,0.0,4,0,1,1
5.49,0.016,0,1,1,2,0.3706,2,0,1,0
5.18,0.2369,0,0,0,1,0.2146,2,2,2,1
7.53,0.0752,0,1,1,3,0.5855,4,0,1,1
4.3,0.0282,0,0,1,2,0.0027,0,0,1,0
7.16,0.2905,0,1,1,2,0.687,6,2,2,1
8.19,0.0553,0,0,0,3,0.714,1,3,1,1
9.2,0.3725,0,0,1,3,0.1418,6,2,1,1
6.28,0.2722,0,0,1,1,0.5977,2,1,1,1
6.05,0.0061,0,0,1,0,0.679,2,0,1,0
4.57,0.0001,0,0,1,2,0.7851,1,2,2,0
4.68,0.2134,0,1,0,1,0.1828,3,0,1,1
6.0,0.0204,0,0,1,1,0.1476,2,1,2,0
7.31,0.1097,1,0,1,2,0.9257,0,0,1,1
8.51,0.002,0,0,1,0,0.3445,4,0,1,0
4.73,0.0,0,0,0,0,0.4181,2,2,1,0
9.78,0.1131,1,1,0,1,0.7083,1,0,3,1
5.9,0.0663,0,0,1,0,0.2577,0,1,3,0
6.45,0.0582,1,1,1,2,0.4835,2,1,0,1
4.86,0.0017,0,0,1,3,0.7729,1,0,1,1
1.17,0.0102,0,1,0,2,0.1947,1,0,1,0
8.44,0.1247,0,0,1,2,0.425,4,0,1,0
8.12,0.2383,0,1,1,0,0.2683,2,0,1,0
5.88,0.6066,1,0,1,1,0.3565,2,1,2,1
6.65,0.0385,0,1,1,2,0.8464,4,3,0,1
7.64,0.0316,0,0,1,2,0.9013,2,0,2,0
3.06,0.7698,0,0,1,1,0.6145,1,0,1,0
5.34,0.0526,0,0,0,2,0.6831,8,1,2,1
8.25,0.2105,0,1,1,3,0.6762,6,2,2,1
3.74,0.4351,0,0,0,1,0.3819,4,1,2,0
7.15,0.1032,1,0,0,1,0.6095,3,0,2,1
3.52,0.1281,0,1,0,1,0.2262,4,1,2,0
7.53,0.0159,0,1,1,0,0.3104,1,3,2,0
6.42,0.1036,0,1,1,2,0.5283,4,1,1,0
2.95,0.0823,0,0,1,3,0.2848,4,1,0,0
9.06,0.6655,0,0,1,2,0.2318,0,2,3,1
4.88,0.3048,0,0,0,2,0.372,1,0,2,1
4.72,0.0857,0,1,1,2,0.8366,4,0,1,0
6.94,0.0072,1,1,1,1,0.9393,4,5,1,1
9.03,0.0004,0,1,1,2,0.5419,3,0,2,1
4.27,0.0001,0,1,0,2,0.6955,5,0,3,0
6.64,0.6965,0,1,1,2,0.4091,6,1,1,1
7.44,0.173,0,1,1,0,0.0336,4,0,2,1
8.02,0.0147,0,0,1,1,0.3266,1,1,1,0
6.89,0.0131,0,1,1,1,0.4729,6,1,1,1
5.69,0.0074,0,1,1,2,0.5852,5,4,1,1
4.68,0.0291,0,0,0,1,0.5248,2,0,1,0
6.69,0.1629,0,0,1,1,0.4796,3,2,1,0
4.14,0.4514,0,0,0,2,0.4063,1,1,0,0
0.07,0.1948,0,1,0,1,0.636,2,1,1,0
7.46,0.1188,0,1,0,1,0.209,1,3,0,1
8.49,0.0555,0,0,1,2,0.7505,2,1,1,1
1.3,0.1072,0,1,1,0,0.4034,3,0,3,0
4.28,0.0986,0,0,1,0,1.0,3,3,1,0
7.86,0.0,0,1,0,0,0.4712,0,0,1,1
10.0,0.0638,0,1,0,0,0.43,3,0,0,1
6.55,0.1285,0,1,1,1,0.4093,2,1,1,0
4.9,0.2735,0,0,1,2,0.4324,0,0,1,0
6.1,0.4775,0,1,1,1,0.7018,1,0,1,1
9.52,0.1727,0,0,0,1,0.5394,6,1,2,1
5.08,0.0843,0,0,1,0,0.7968,1,1,1,0
4.74,0.0071,0,0,1,1,0.6661,4,2,0,0
5.44,0.0561,0,1,0,1,0.5579,3,0,1,0
4.4,0.013,0,1,1,1,0.6432,3,1,0,0
6.77,0.0217,1,0,1,1,0.8491,5,1,3,1
10.0,0.0914,0,1,0,0,0.7142,3,0,0,0
7.21,0.2599,0,0,1,0,0.6201,2,2,0,0
5.94,0.0083,1,0,1,0,0.6557,2,0,1,1
5.86,0.1789,0,0,1,2,0.2618,1,1,2,1
3.06,0.2809,0,0,0,1,1.0,4,1,1,0
8.44,0.6446,0,1,1,0,0.682,3,0,0,1
6.33,0.0672,0,1,0,1,0.707,1,0,2,0
6.1,0.2777,1,0,1,1,0.5428,2,0,2,1
10.0,0.0514,1,1,1,1,0.0,3,1,1,1
7.16,0.258,0,0,1,0,0.4837,3,0,2,1
4.85,0.0323,0,0,1,2,0.569,1,2,1,0
5.56,0.0522,0,0,0,2,0.3443,2,1,1,1
9.03,0.8519,0,1,1,1,0.3421,4,0,2,1
6.75,0.0058,0,1,0,1,0.4652,4,2,0,1
3.34,0.2382,0,0,0,0,0.7429,3,1,2,0
8.52,0.2268,0,0,1,2,0.8639,1,2,2,0
5.03,0.5989,1,0,1,1,0.5927,3,2,3,1
10.0,0.0996,0,0,1,0,0.4082,3,0,1,0
8.88,0.0057,0,1,1,1,0.4594,5,1,1,1
5.52,0.0131,0,0,1,3,0.5749,1,1,1,1
9.32,0.2737,1,1,1,1,0.6045,2,1,2,1
6.65,0.4619,0,0,0,1,0.6587,4,1,0,0
8.38,0.0053,0,0,1,2,0.4402,2,1,1,1
7.57,0.0737,0,0,0,1,0.6823,2,1,2,1
4.64,0.0421,1,0,0,1,0.6626,0,0,1,1
5.08,0.2415,1,1,0,2,0.4512,2,1,0,1
8.77,0.1086,0,0,0,2,0.1201,1,1,1,0
5.76,0.0012,0,0,1,2,0.3288,2,1,1,0
5.61,0.1892,0,1,1,1,0.9419,2,0,2,0
4.4,0.0883,0,1,1,2,0.1266,0,2,0,0
7.43,0.0272,1,1,1,2,0.8794,2,2,1,1
10.0,0.3968,0,0,1,1,0.1179,3,0,2,1
4.15,0.1309,0,0,1,0,0.3567,1,1,0,0
6.55,0.3132,0,1,1,2,0.4563,1,2,2,0
9.61,0.0261,0,1,0,0,0.9956,2,3,1,0
6.32,0.3199,0,0,0,0,0.5565,2,1,1,0
7.5,0.0562,0,0,1,1,0.4965,3,1,2,0
4.16,0.2528,0,0,1,1,0.3162,1,1,1,0
7.44,0.0578,0,0,0,2,0.6805,5,1,1,1
6.09,0.1596,0,0,1,1,0.4218,1,3,0,0
8.67,0.431,1,0,1,0,0.4927,4,2,1,1
9.11,0.0129,0,0,0,2,0.4604,2,1,0,0
10.0,0.4301,0,0,1,2,0.73,4,1,1,1
7.78,0.0152,0,0,1,2,0.7404,5,2,1,0
7.22,0.0487,0,0,0,1,0.3274,2,1,1,0
6.93,0.2455,0,0,1,0,0.3932,2,3,3,1
5.72,0.2223,0,1,1,1,0.3685,3,0,1,0
7.24,0.5999,1,0,1,0,0.5958,5,2,2,1
5.85,0.0209,0,1,0,0,0.7767,0,1,0,0
6.87,0.2348,0,1,1,2,0.5992,2,0,2,1
9.4,0.0186,0,0,0,1,0.0023,1,2,1,0
4.29,0.1063,0,0,0,1,0.7399,1,1,2,0
9.01,0.0343,0,0,1,2,0.2128,2,1,2,0
9.4,0.0027,1,1,1,1,0.3712,0,2,1,1
6.24,0.6576,0,0,1,0,0.5996,3,2,1,0
1.83,0.0901,0,0,1,1,0.529,2,0,2,0
5.16,0.2503,0,1,1,0,0.7682,2,0,2,1
9.35,0.0519,0,1,1,3,0.3973,3,1,1,1
6.45,0.625,1,0,0,2,0.3083,4,1,1,1
4.3,0.01,0,1,1,1,0.4721,3,2,0,1
5.39,0.0323,0,0,1,0,0.7943,1,1,2,0
8.35,0.0273,0,1,0,0,0.7074,5,1,1,0
7.7,0.004,0,0,1,2,0.5718,2,0,0,0
5.97,0.1682,0,1,1,3,0.8815,2,1,0,1
5.69,0.0771,0,0,0,0,0.8362,2,1,2,1
5.64,0.2126,0,0,0,3,0.7471,2,0,2,0
4.47,0.0647,0,0,1,1,0.2555,2,2,0,0
10.0,0.0338,0,1,1,1,0.7458,2,0,1,1
5.79,0.5447,0,0,0,0,0.4994,1,0,1,1
9.18,0.0811,0,0,1,2,0.4513,3,0,1,0
9.85,0.0009,0,0,1,1,0.3794,3,4,2,0
8.7,0.0337,0,0,1,2,0.5071,3,1,1,0
5.55,0.0844,0,1,1,1,0.3936,3,1,0,0
7.39,0.0102,0,1,1,2,0.5924,4,0,1,0
6.45,0.0404,0,1,1,0,0.5068,3,0,1,0
4.51,0.0623,0,1,1,0,0.6051,1,1,1,0
7.21,0.088,0,0,0,0,0.6883,3,0,2,0
3.91,0.6176,0,0,0,2,0.4764,0,2,2,1
9.11,0.2615,0,0,1,2,0.3657,1,0,1,1
5.48,0.018,0,1,1,0,0.0484,2,1,1,0
6.94,0.0419,0,1,0,1,0.7427,4,2,1,0
7.12,0.0142,1,0,1,2,0.5697,2,2,2,1
5.93,0.0182,0,0,1,1,0.506,0,1,3,0
7.79,0.287,0,0,1,3,0.843,2,2,1,1
5.46,0.0403,0,0,0,3,0.2279,0,4,3,1
8.42,0.5018,0,1,1,1,0.5641,1,0,1,1
3.54,0.3657,0,0,0,2,0.309,1,2,0,1
6.78,0.0866,0,1,1,2,0.714,3,1,2,1
10.0,0.268,0,1,1,1,0.0,5,2,1,1
4.3,0.0634,0,1,1,1,0.751,4,2,0,0
5.01,0.3951,0,1,0,0,0.7407,3,0,0,0
7.63,0.1191,0,0,1,3,0.3192,1,1,0,1
6.9,0.187,0,1,0,2,0.5666,2,2,1,1
7.27,0.1188,0,0,1,0,0.3246,3,0,2,0
7.58,0.1016,0,1,1,1,0.6569,2,2,2,0
7.9,0.1765,0,0,1,1,0.7551,3,0,3,0
8.94,0.1927,0,0,1,2,0.2988,3,2,1,1
7.4,0.4118,0,0,1,1,0.2258,1,2,0,1
5.97,0.2231,0,0,0,2,0.8241,2,2,3,0
7.98,0.0001,0,1,0,0,1.0,1,0,2,0
10.0,0.2777,0,1,1,1,0.6736,2,1,1,0
6.21,0.0072,0,0,0,1,0.6921,1,1,1,0
4.36,0.3181,1,0,0,0,0.467,4,1,1,0
8.94,0.0033,0,1,1,2,0.595,2,3,3,1
6.24,0.0803,0,0,1,2,0.6377,5,1,1,0
1.72,0.0526,0,1,0,3,0.5044,1,0,1,0
8.36,0.0057,0,0,1,2,0.8875,1,0,2,0
5.32,0.0034,0,1,1,1,0.5942,4,3,3,0
6.3,0.1871,0,1,1,3,0.6264,0,2,0,1
7.23,0.2055,0,0,0,2,0.5095,4,1,3,1
6.92,0.2384,1,0,1,1,0.5349,2,4,0,1
8.06,0.0008,0,1,1,1,0.8547,3,1,2,1
5.54,0.0085,1,1,1,3,0.5865,3,0,3,1
7.63,0.0166,0,1,1,2,0.5923,3,1,1,0
5.93,0.722,1,0,1,2,0.5956,2,0,1,1
8.13,0.0,1,0,1,0,0.4589,2,1,2,1
7.85,0.5371,0,0,0,2,0.198,4,2,1,0
4.44,0.7624,0,0,0,1,0.9431,1,3,1,1
8.89,0.4125,0,1,1,0,0.8171,4,0,0,0
5.32,0.1373,0,0,0,2,0.8623,2,1,2,1
8.28,0.4856,1,1,0,2,0.2819,3,3,1,1
7.31,0.005,0,1,1,1,0.9112,3,1,2,0
10.0,0.373,0,1,1,1,1.0,4,0,1,0
6.01,0.933,0,0,0,0,0.8112,3,2,2,1
5.73,0.0557,0,0,1,0,0.962,2,0,1,0
6.46,0.013,0,1,1,1,0.7495,5,0,0,0
5.83,0.0821,0,0,1,0,0.3383,2,0,1,0
8.26,0.1371,0,1,1,1,0.6769,3,0,2,0
2.94,0.0,0,1,1,2,0.2949,3,1,2,1
4.18,0.1163,1,0,1,0,0.4007,5,1,3,1
4.15,0.0148,0,0,1,0,0.6291,3,0,1,0
8.59,0.0155,0,0,1,3,0.5955,1,0,3,0
10.0,0.1102,0,1,1,2,0.6658,2,0,1,1
6.27,0.1558,0,0,1,0,0.102,9,1,1,1
6.13,0.201,0,1,1,0,0.5114,3,0,1,0
6.65,0.0478,0,1,1,2,0.6872,3,0,2,1
9.06,0.669,0,0,0,1,0.7371,1,1,2,1
4.46,0.1209,0,1,1,2,0.7534,3,2,1,1
7.02,0.6389,0,1,0,1,0.6128,1,1,1,1
8.65,0.0146,0,1,1,3,0.4552,5,2,1,1
7.6,0.1894,1,0,0,2,0.6754,5,1,3,1
6.92,0.0023,0,0,1,0,0.4751,0,1,1,0
8.7,0.0706,0,0,1,1,0.7753,1,0,2,0
0.55,0.5356,0,0,1,1,0.6568,1,0,0,0
7.99,0.0757,1,0,0,0,0.5346,2,1,3,1
5.06,0.3307,1,1,1,0,0.3578,2,0,2,1
2.47,0.0067,1,0,1,0,0.8299,3,3,0,1
7.62,0.5956,0,1,1,1,0.6898,2,1,1,0
9.52,0.5181,0,0,1,2,1.0,3,0,3,1
6.2,0.1101,0,0,1,0,0.6816,3,0,1,0
8.6,0.3677,1,0,0,2,0.7025,2,2,1,1
10.0,0.0009,0,1,1,2,0.1837,2,2,0,1
9.39,0.1602,1,0,1,3,0.6276,2,0,0,1
10.0,0.103,0,0,0,2,0.4709,5,0,2,1
8.13,0.0077,0,1,1,3,0.7566,4,2,2,0
6.67,0.0957,0,0,1,3,0.6337,0,0,2,0
2.98,0.0011,0,1,1,1,0.7963,3,1,1,0
5.96,0.0002,0,0,0,1,1.0,4,0,1,1
4.64,0.0564,0,0,1,1,0.3504,2,1,2,0
10.0,0.0394,0,0,1,1,0.7867,2,1,2,1
6.11,0.0811,0,1,1,0,0.7209,3,0,0,0
6.77,0.0919,0,1,1,2,1.0,3,0,3,1
7.71,0.061,0,0,1,0,0.7263,5,1,2,0
6.6,0.177,1,0,1,1,0.7004,1,1,0,0
10.0,0.0253,0,0,1,1,0.7629,0,2,3,0
5.13,0.0025,0,0,1,3,0.7803,5,3,3,1
6.93,0.1777,0,0,1,0,0.9136,3,0,3,1
4.87,0.0001,0,0,0,2,0.3452,2,0,2,0
3.6,0.4663,0,0,1,0,0.4519,6,2,1,1
5.15,0.5306,0,0,1,2,0.9838,5,2,3,1
6.42,0.0363,0,1,1,1,0.0603,1,0,2,1
5.56,0.243,0,1,1,1,0.5288,1,0,2,1
4.98,0.1396,0,0,0,3,0.5874,4,0,3,1
3.41,0.55,1,1,1,1,0.5058,0,0,1,1
6.32,0.0167,0,0,1,1,0.9452,2,0,3,0
3.19,0.6219,0,0,0,1,0.669,1,0,2,0
8.17,0.0426,1,1,1,2,0.4532,3,0,1,1
6.68,0.2772,0,1,1,3,0.3914,1,3,2,1
3.29,0.0979,0,0,0,2,0.6205,1,0,2,0
5.82,0.1926,0,0,1,1,0.8415,1,3,1,0
4.85,0.0929,0,1,1,1,0.5846,2,2,3,0
7.2,0.0209,0,1,0,1,0.5164,0,1,0,0
9.45,0.1279,1,1,1,2,0.3762,3,1,3,1
2.37,0.3465,0,1,1,1,0.6435,1,0,2,0
6.75,0.3163,0,0,0,2,0.6296,6,2,3,1
6.15,0.1186,1,0,0,1,0.3689,3,0,1,1
7.98,0.0111,1,1,1,1,0.8066,2,0,2,1
6.97,0.1532,0,0,1,1,0.9765,0,0,2,0
4.85,0.046,0,0,1,1,0.5622,0,0,2,0
5.8,0.0139,0,1,1,2,0.6255,0,2,1,0
4.75,0.076,0,0,1,0,0.2738,2,1,3,0
8.87,0.2089,0,0,1,0,0.7343,2,0,3,0
6.55,0.1915,0,0,1,0,0.666,0,3,1,0
10.0,0.0927,0,0,1,0,0.4685,2,1,1,0
6.37,0.0526,0,1,1,0,0.3641,3,1,1,1
4.94,0.1169,0,0,1,2,1.0,2,1,1,0
3.17,0.3287,0,0,1,1,0.6457,4,1,1,1
2.53,0.179,0,0,0,1,0.3206,2,4,2,0
3.01,0.2592,1,0,0,2,0.7639,2,2,1,1
7.09,0.028,0,0,0,2,0.6074,5,0,2,0
7.62,0.4705,0,0,1,0,0.5647,2,0,2,0
3.02,0.3163,1,1,0,2,0.7946,3,0,1,1
8.47,0.0315,0,1,0,3,0.0,3,0,1,1
5.44,0.0959,0,0,1,0,0.0982,3,1,2,0
6.82,0.1409,0,0,0,2,0.8948,2,2,1,0
10.0,0.3772,0,0,0,0,0.5178,3,0,2,1
8.47,0.0594,0,0,1,0,0.4433,3,1,2,0
5.91,0.0489,1,0,1,1,0.2156,3,0,0,1
4.54,0.5359,0,0,0,2,0.5985,4,0,0,1
1.77,0.0444,0,0,1,2,0.6293,0,0,0,0
4.92,0.2549,0,1,1,1,0.9102,5,2,1,0
6.04,0.0921,0,1,1,1,0.6431,3,1,2,0
4.33,0.0007,0,1,1,1,0.4743,1,0,1,0
6.21,0.0927,0,0,0,1,0.6514,3,2,1,1
6.67,0.0055,0,0,1,2,0.8274,3,3,1,0
6.01,0.0568,0,0,1,1,0.7728,2,0,2,0
5.07,0.0123,0,1,1,1,0.7054,3,1,0,1
6.87,0.0208,1,0,1,1,0.6186,0,0,1,0
7.47,0.3031,0,0,1,3,0.4047,1,2,1,0
4.1,0.1188,0,0,1,2,0.2918,2,0,2,1
9.6,0.0566,0,1,1,0,0.2522,4,2,0,1
6.28,0.2512,0,0,1,1,0.6485,1,3,2,0
6.54,0.4132,0,0,1,1,0.6746,6,2,1,1
8.06,0.0367,0,1,1,3,0.8236,3,1,0,1
7.01,0.2057,1,0,0,1,0.6904,3,1,3,1
8.6,0.0152,0,0,1,0,0.8127,2,0,1,0
7.13,0.4132,1,0,0,1,0.5174,0,1,1,1
5.15,0.4784,1,1,1,1,0.7427,3,0,0,1
7.3,0.038,0,0,0,1,0.2996,3,1,1,1
3.98,0.0088,0,0,0,1,0.535,2,2,1,0
6.74,0.1749,0,1,1,0,0.0921,1,0,2,0
6.43,0.0634,0,0,0,0,0.5579,6,0,2,1
6.04,0.063,1,1,0,1,0.8562,2,0,2,1
6.22,0.0386,0,1,1,1,0.5676,0,0,2,0
2.36,0.8987,0,0,1,2,0.7305,1,0,1,0
5.29,0.0847,0,0,1,1,0.6183,5,1,1,0
6.7,0.1693,0,1,1,0,0.4074,3,3,0,1
6.85,0.0246,0,1,0,2,0.5033,0,1,0,1
4.24,0.2812,0,1,1,2,0.8449,2,3,1,0
9.28,0.0155,0,0,1,1,0.7292,1,1,2,0
4.59,0.4136,0,1,1,1,0.3956,5,0,1,1
8.63,0.0014,1,0,1,2,0.2031,4,1,1,0
7.44,0.1386,0,0,1,0,0.6017,1,0,3,1
5.08,0.5224,1,1,1,3,0.4045,3,0,1,1
10.0,0.1867,0,1,0,2,0.5056,5,1,1,1
3.87,0.0857,0,0,0,1,0.1864,2,0,3,0
8.52,0.2376,0,1,1,1,0.8102,1,2,0,0
8.7,0.1046,0,0,0,0,0.5258,1,0,1,1
5.02,0.0385,0,0,1,3,0.5637,0,3,1,0
9.56,0.0219,0,1,0,2,0.3418,3,0,1,0
5.95,0.2976,1,0,1,1,0.4807,2,3,0,0
7.14,0.2017,0,1,1,0,0.5806,1,2,1,1
7.07,0.1089,1,1,1,2,0.3967,0,2,1,1
6.2,0.0319,0,0,1,3,0.496,3,1,2,0
8.28,0.342,1,1,1,2,0.8966,2,1,2,1
8.25,0.0131,0,0,1,0,0.1125,3,2,1,0
2.65,0.0291,0,0,0,1,0.5961,2,0,1,0
9.37,0.0463,0,1,1,0,0.3536,2,3,2,1
2.84,0.3146,1,1,1,3,0.8841,3,2,0,1
8.77,0.5097,0,0,1,1,0.5048,0,1,2,0
8.98,0.1625,0,0,0,2,0.2882,4,1,1,1
4.1,0.606,0,0,0,0,0.4961,3,1,1,1
